,,,,,,Parameter Method,,,,,,,,,,,,,,,,,,,,,Historical Method,,,Monte Carlo,
,,,,,,Estimated using 2 year rolling windows,,,,5-day,,,Estimated using 5 year rolling windows,,,,5-day,,,Estimated using 10 year rolling windows,,,,5-day,,,5-day,,,5-day,
Date,AAPL,AMZN,Portfolio,Return,,Mu,Sigma,Mubar,Sigmabar,99% VaR,97.5% ES,,Mu,Sigma,Mubar,Sigmabar,99% VaR,97.5% ES,,Mu,Sigma,Mubar,Sigmabar,99% VaR,97.5% ES,,99% VaR,97.5% ES,,99% VaR,97.5% ES
5/5/05,4.772848,33.959999,1528.39458,-0.004829996,,0.142896396,0.213644423,0.00027523,0.001541007,653.901408,656.6315553,,0.107235538,,,0.001256603,,,,0.107235538,,,0.001139332,,,,1343.063754,1264.204936,,705.1935588,707.6309336
5/4/05,4.834005,33.959999,1535.794577,0.02358639,,0.152131698,0.214345808,0.000252925,0.001598776,654.3647076,657.1020717,,0.101573958,,,0.001297862,,,,0.101573958,,,0.001141789,,,,1343.063754,1264.204936,,705.3240574,706.4794496
5/3/05,4.711691,33.209999,1499.994583,-0.000255861,,0.169394516,0.214445714,0.000296834,0.001577134,651.4731569,654.2124146,,0.112655588,,,0.00129885,,,,0.112655588,,,0.001137072,,,,1343.063754,1264.204936,,719.2328998,718.6502079
5/2/05,4.740318,33.099998,1500.378422,0.017850894,,0.168617279,0.214471913,0.000285821,0.001595494,651.6986209,654.438087,,0.109906055,,,0.001346805,,,,0.109906055,,,0.001146421,,,,1343.063754,1264.204936,,710.9703373,716.5988088
4/29/05,4.692173,32.360001,1473.832961,0.00251855,,0.173584031,0.21431775,0.000292785,0.001606263,650.2988913,653.0371522,,0.111647489,,,0.001339501,,,,0.111647489,,,0.001153229,,,,1343.063754,1264.204936,,731.9371346,730.5580293
4/28/05,4.62451,32.52,1470.12571,0.01090512,,0.160781894,0.214425149,0.000237079,0.001619061,653.0067421,655.7453351,,0.097668767,,,0.001372586,,,,0.097668767,,,0.001157918,,,,1343.063754,1264.204936,,704.6800446,708.7748758
4/27/05,4.677859,31.719999,1454.180911,-0.021429611,,0.169900076,0.214686459,0.000259084,0.001599008,652.126436,654.8680236,,0.103261111,,,0.001338208,,,,0.103261111,,,0.001142353,,,,1343.063754,1264.204936,,715.1297453,719.7895485
4/26/05,4.709089,32.709999,1485.679741,-0.023546846,,0.168446441,0.214688859,0.000248663,0.001545138,652.4034901,655.1450216,,0.100642602,,,0.001327562,,,,0.100642602,,,0.001142214,,,,1343.063754,1264.204936,,721.0497238,726.1064844
4/25/05,4.811884,33.529999,1521.077936,0.024640417,,0.171178003,0.214719635,0.000267294,0.001456385,651.9923603,654.7343346,,0.105353082,,,0.001372183,,,,0.105353082,,,0.001155245,,,,1343.063754,1264.204936,,739.2248492,734.5688989
4/22/05,4.619305,33.040001,1484.055933,-0.030375815,,0.164309202,0.214212573,0.000292166,0.001142573,651.6929408,654.4296912,,0.111741207,,,0.001340782,,,,0.111741207,,,0.001150445,,,,1343.063754,1264.204936,,699.5279705,701.1567421
4/21/05,4.837909,33.73,1529.826989,0.026315897,,0.167257019,0.214160421,0.000321526,0.001198293,650.9843167,653.720728,,0.119070771,,,0.001372345,,,,0.119070771,,,0.001159546,,,,1343.063754,1264.204936,,730.1829382,732.6019548
4/20/05,4.620606,33.25,1490.093326,-0.007832248,,0.148433879,0.216339739,0.000336114,0.001157147,661.2337879,663.9899685,,0.122756384,,,0.001345388,,,,0.122756384,,,0.001132596,,,,1343.063754,1264.204936,,707.6746201,713.7468227
4/19/05,4.826198,32.779999,1501.80993,0.011373865,,0.153852586,0.216258084,0.000372936,0.001165134,659.9765035,662.7322037,,0.13207353,,,0.001325492,,,,0.13207353,,,0.001135156,,,,1343.063754,1264.204936,,703.1670875,716.4744691
4/18/05,4.63492,33,1484.82532,0.002488972,,0.170093723,0.21461447,0.000447658,0.001178853,651.8671347,654.6080445,,0.150418932,,,0.001326409,,,,0.150418932,,,0.001133671,,,,1343.063754,1264.204936,,706.5266501,714.0415523
4/15/05,4.599787,33.02,1481.134227,-0.037548969,,0.168480214,0.214590629,0.000443324,0.001105425,652.0924259,654.83302,,0.149328758,,,0.001296398,,,,0.149328758,,,0.001119292,,,,1343.063754,1264.204936,,699.8288756,710.5238338
4/14/05,4.848319,33.970001,1537.806627,-0.043738979,,0.13347897,0.213561335,0.000355927,0.001033841,655.3898865,658.1187274,,0.127408232,,,0.001274294,,,,0.127408232,,,0.001090653,,,,1343.063754,1260.555738,,704.0960186,700.6493673
4/13/05,5.340177,34.299999,1606.561389,-0.021397228,,0.127016557,0.213539728,0.000333709,0.000919042,656.5209875,659.2492715,,0.121748892,,,0.001247937,,,,0.121748892,,,0.001089361,,,,1343.063754,1260.555738,,692.5134119,694.8130842
4/12/05,5.550973,34.630001,1641.307761,0.007639534,,0.124818051,0.213458366,0.000270762,0.00095447,656.6762296,659.4036147,,0.105728692,,,0.001237093,,,,0.105728692,,,0.001092373,,,,1343.063754,1260.555738,,697.7184173,703.1713032
4/11/05,5.454684,34.599998,1628.816708,-0.017439701,,0.12548397,0.21344047,0.000273856,0.000912155,656.4972783,659.2245279,,0.106503755,,,0.001226006,,,,0.106503755,,,0.001085304,,,,1343.063754,1260.555738,,707.5246447,708.487738
4/8/05,5.691504,34.599998,1657.471928,-0.00335253,,0.126766224,0.213438068,0.000267314,0.000928931,656.2521136,658.9794095,,0.104855639,,,0.00121927,,,,0.104855639,,,0.001083775,,,,1343.063754,1260.555738,,705.3445319,711.2199906
4/7/05,5.668082,34.900002,1663.037978,0.01307701,,0.117493362,0.213208752,0.000241448,0.000943605,657.2599747,659.9845702,,0.098297372,,,0.001229261,,,,0.098297372,,,0.001089544,,,,1343.063754,1260.555738,,696.0681869,698.367685
4/6/05,5.508033,34.82,1641.431993,-0.003619762,,0.119595743,0.21327376,0.000224948,0.000948987,657.0718435,659.7971761,,0.094111624,,,0.001209747,,,,0.094111624,,,0.001087515,,,,1343.063754,1260.555738,,704.9390036,703.3893064
4/5/05,5.45078,35.279999,1647.384352,0.012482527,,0.122911706,0.213362225,0.000256189,0.000965783,656.731477,659.4578373,,0.102023691,,,0.00121993,,,,0.102023691,,,0.001089696,,,,1343.063754,1260.555738,,705.7912747,713.2644548
4/4/05,5.346683,35,1626.948643,0.019155838,,0.125909445,0.213332084,0.000259134,0.000999365,656.0822532,658.8084866,,0.102764881,,,0.001221327,,,,0.102764881,,,0.001095065,,,,1343.063754,1260.555738,,697.9695198,702.9735676
4/1/05,5.320659,34.009998,1596.079683,-0.012181056,,0.133000278,0.213643285,0.000273935,0.000948771,655.7328188,658.4624192,,0.106528798,,,0.001208375,,,,0.106528798,,,0.001093839,,,,1343.063754,1260.555738,,703.3035634,706.3884535
3/31/05,5.422153,34.27,1615.640513,-0.01180856,,0.139142563,0.213768101,0.000276135,0.000902915,654.981126,657.712255,,0.10708421,,,0.001209183,,,,0.10708421,,,0.001083318,,,,1343.063754,1260.555738,,710.5182957,707.8324484
3/30/05,5.56919,34.32,1634.83199,0.025682417,,0.137028194,0.213719788,0.000259565,0.000964459,655.2233022,657.9538538,,0.102871825,,,0.001233372,,,,0.102871825,,,0.001090638,,,,1343.063754,1260.555738,,712.8052466,714.3792115
3/29/05,5.432563,33.43,1593.380123,-0.006980029,,0.139490647,0.213775801,0.000278002,0.000934314,654.9404709,657.6716925,,0.107550778,,,0.001217728,,,,0.107550778,,,0.001089023,,,,1343.063754,1260.555738,,710.86514,712.704759
3/28/05,5.534057,33.389999,1604.540869,0.009236562,,0.140525028,0.213808906,0.000307931,0.000980088,654.851366,657.5829608,,0.115137105,,,0.001222373,,,,0.115137105,,,0.001097373,,,,1343.063754,1260.555738,,719.4583352,719.4028242
3/24/05,5.530154,32.880001,1589.788662,-0.005762246,,0.134971423,0.213650111,0.000291465,0.000965653,655.3885296,658.1183022,,0.110970066,,,0.001209609,,,,0.110970066,,,0.001087514,,,,1343.063754,1260.555738,,716.5843115,711.7052669
3/23/05,5.53666,33.18,1598.97586,-0.002229298,,0.127879404,0.213555022,0.000255298,0.0009324,656.40846,659.1369372,,0.101774612,,,0.001192063,,,,0.101774612,,,0.001087042,,,,1343.063754,1260.555738,,690.4268414,695.3578763
3/22/05,5.573094,33.150002,1602.54443,-0.017479359,,0.121795984,0.21333012,0.00021835,0.000914064,656.8387465,659.5647385,,0.092310968,,,0.001180201,,,,0.092310968,,,0.001080115,,,,1343.063754,1260.555738,,716.5478023,712.3528216
3/21/05,5.686299,33.669998,1630.802123,-0.001267876,,0.128914683,0.213226012,0.000249956,0.000917115,655.1960815,657.92146,,0.100227637,,,0.001176665,,,,0.100227637,,,0.00108713,,,,1343.063754,1260.555738,,701.167911,703.0514161
3/18/05,5.590009,34.16,1632.871089,0.010155484,,0.123389119,0.212923182,0.000198846,0.000881543,655.2813084,658.0034821,,0.087267598,,,0.001179997,,,,0.087267598,,,0.00109256,,,,1343.063754,1260.555738,,688.015772,694.6229691
3/17/05,5.497623,33.970001,1616.372411,0.012229325,,0.132021581,0.212900688,0.00024168,0.000898592,653.6108364,656.3332604,,0.098074866,,,0.001201303,,,,0.098074866,,,0.001096498,,,,1343.063754,1260.555738,,703.3920106,708.6982318
3/16/05,5.358394,33.869999,1596.725646,-0.003261462,,0.126325879,0.212853168,0.000242245,0.000859424,654.5196124,657.2412724,,0.09821716,,,0.001193434,,,,0.09821716,,,0.001095829,,,,1343.063754,1260.555738,,713.246609,718.9806826
3/15/05,5.329767,34.18,1601.941807,-0.001050315,,0.122158477,0.212778648,0.00021016,0.000855512,655.0611934,657.7819128,,0.09004846,,,0.001194558,,,,0.09004846,,,0.001098011,,,,1343.063754,1260.555738,,715.4235205,715.9768106
3/14/05,5.24649,34.599998,1603.625234,-0.00212586,,0.125160817,0.212852868,0.000228171,0.000863452,654.7347149,657.4563092,,0.094601056,,,0.00118978,,,,0.094601056,,,0.001093146,,,,1343.063754,1260.555738,,703.5521408,707.6830905
3/11/05,5.239983,34.75,1607.037943,0.00152422,,0.111047947,0.213811445,0.000146523,0.00084036,660.3232677,663.0532897,,0.074493422,,,0.001197883,,,,0.074493422,,,0.001090531,,,,1343.063754,1260.555738,,700.955731,697.6278108
3/10/05,5.18273,34.91,1604.59033,-0.003833274,,0.118458256,0.213705125,0.000158496,0.000873512,658.6202989,661.3497041,,0.077476114,,,0.001198328,,,,0.077476114,,,0.001085246,,,,1343.063754,1260.555738,,703.0400484,708.6570285
3/9/05,5.120272,35.400002,1610.752968,-0.018830525,,0.118809837,0.213712505,0.00017152,0.000812955,658.5780154,661.3075104,,0.080775103,,,0.001172824,,,,0.080775103,,,0.001081006,,,,1343.063754,1260.555738,,707.9112203,716.4495612
3/8/05,5.273815,35.830002,1641.371671,-0.029222739,,0.110380535,0.213738188,0.000130443,0.000738659,660.2198414,662.9491258,,0.070382045,,,0.001141206,,,,0.070382045,,,0.001061746,,,,1343.063754,1260.555738,,711.1442365,714.2838304
3/7/05,5.562684,36.32,1690.044764,0.007254109,,0.104408622,0.214114639,0.000136948,0.000755374,662.4933016,665.2258649,,0.072012189,,,0.001144068,,,,0.072012189,,,0.001070294,,,,1343.063754,1260.555738,,686.0011819,689.2736516
3/4/05,5.570491,35.849998,1677.829355,0.012993282,,0.107092855,0.214311244,0.000179177,0.000792082,662.6053692,665.3399579,,0.082861063,,,0.001150382,,,,0.082861063,,,0.001084289,,,,1343.063754,1260.555738,,702.6302369,699.6415692
3/3/05,5.437767,35.650002,1656.169863,-0.019424699,,0.099756453,0.214030951,0.00017541,0.000694581,663.0957928,665.8273034,,0.081906891,,,0.001119018,,,,0.081906891,,,0.001076265,,,,1343.063754,1260.555738,,695.6182091,698.7133845
3/2/05,5.74095,35.5,1688.65495,-0.001717607,,0.110194215,0.213602728,0.000232199,0.000694145,659.8344192,662.5623962,,0.096042558,,,0.001106603,,,,0.096042558,,,0.001078606,,,,1343.063754,1260.555738,,700.2467901,698.2860491
3/1/05,5.790396,35.389999,1691.557888,0.000125246,,0.107344556,0.213702067,0.000238061,0.000742142,660.6704579,663.3992321,,0.097516645,,,0.001104648,,,,0.097516645,,,0.001080291,,,,1343.063754,1260.555738,,696.9700319,692.0490791
2/28/05,5.83724,35.18,1691.34604,0.006564643,,0.103704717,0.213630586,0.000195528,0.000730435,661.1233358,663.8512284,,0.086767524,,,0.001106875,,,,0.086767524,,,0.001085182,,,,1343.063754,1260.555738,,696.77521,705.0660579
2/25/05,5.789746,34.990002,1680.279322,0.005294343,,0.093672908,0.213229925,0.000170949,0.000725035,661.7401998,664.4637108,,0.080492194,,,0.001082376,,,,0.080492194,,,0.00108725,,,,1343.063754,1260.555738,,686.2759174,697.6891414
2/24/05,5.785842,34.689999,1671.406854,0.012589759,,0.090503746,0.213150308,0.00015108,0.000853928,662.0806106,664.8031871,,0.075450496,,,0.001086659,,,,0.075450496,,,0.001088741,,,,1343.063754,1260.555738,,710.4813886,704.0266705
2/23/05,5.740299,34.139999,1650.496151,0.004192038,,0.091262387,0.213160357,0.000110586,0.000866943,661.971197,664.6939109,,0.065226975,,,0.001092606,,,,0.065226975,,,0.001095918,,,,1343.063754,1260.555738,,693.6174243,696.1093295
2/22/05,5.549022,34.720001,1643.59169,-0.017182964,,0.085493482,0.21324346,0.000106521,0.00084303,663.2975308,666.0207296,,0.064200432,,,0.001063446,,,,0.064200432,,,0.001086429,,,,1343.063754,1260.555738,,695.7689453,694.1404057
2/18/05,5.647913,35.310001,1672.077501,-0.011010612,,0.086991252,0.213284393,0.000136764,0.000823045,663.1469161,665.8705881,,0.071880984,,,0.001063909,,,,0.071880984,,,0.001085197,,,,1343.063754,1260.555738,,687.5666565,690.1065907
2/17/05,5.712974,35.689999,1690.589826,-0.010253648,,0.089709112,0.213261595,0.000129116,0.000767542,662.5727498,665.2963502,,0.069967072,,,0.001056503,,,,0.069967072,,,0.001083261,,,,1343.063754,1260.555738,,703.8743525,710.4978567
2/16/05,5.863915,35.66,1708.013715,5.88E-05,,0.076758325,0.214329561,4.80E-05,0.000727903,668.2803663,671.0134846,,0.04991271,,,0.001060897,,,,0.04991271,,,0.001078552,,,,1343.063754,1260.555738,,686.818571,694.5185504
2/15/05,5.752011,36.139999,1707.913303,0.019413933,,0.091899539,0.214516109,0.00013211,0.000765153,666.0545044,668.7902258,,0.071263919,,,0.001069496,,,,0.071263919,,,0.001082354,,,,1343.063754,1260.555738,,686.9834539,694.0415579
2/14/05,5.506081,36.029999,1675.075773,0.020459708,,0.098535729,0.214124857,0.000169642,0.000808691,663.612962,666.3453046,,0.080570706,,,0.001091566,,,,0.080570706,,,0.001088515,,,,1343.063754,1260.555738,,701.8796652,705.2137446
2/11/05,5.283574,35.779999,1641.152426,0.013765301,,0.106687767,0.213969173,0.000207067,0.000809538,661.6201449,664.3514402,,0.089971266,,,0.001103967,,,,0.089971266,,,0.001093256,,,,1343.063754,1260.555738,,712.9730068,715.5354841
2/10/05,5.098151,35.779999,1618.716243,-0.003743785,,0.08611273,0.213533615,0.000128336,0.000793904,664.081986,666.8079981,,0.07005244,,,0.001099178,,,,0.07005244,,,0.001093196,,,,1343.063754,1260.555738,,700.2273473,695.4124292
2/9/05,5.122874,35.889999,1624.787726,-0.017379164,,0.09683898,0.213246676,0.000184537,0.000735552,661.2054876,663.9293304,,0.084114789,,,0.001069036,,,,0.084114789,,,0.001083134,,,,1343.063754,1260.555738,,696.5527146,700.6041312
2/8/05,5.263405,36.299999,1653.271977,0.019859822,,0.104283248,0.213125604,0.000202034,0.000821181,659.4506585,662.1737425,,0.088491178,,,0.00108923,,,,0.088491178,,,0.001087215,,,,1343.063754,1260.555738,,680.5801233,690.4630464
2/7/05,5.135886,35.689999,1620.762178,-3.26E-05,,0.104176802,0.21312608,0.000196265,0.000818013,659.4718612,662.194944,,0.087035587,,,0.001080945,,,,0.087035587,,,0.001080921,,,,1343.063754,1260.555738,,711.3527184,710.8104007
2/4/05,5.12938,35.720001,1620.815008,0.004494545,,0.089326788,0.212956543,0.000148669,0.000784849,661.6981109,664.4187656,,0.075004805,,,0.001089112,,,,0.075004805,,,0.001077252,,,,1343.063754,1245.509103,,695.0069431,695.9437009
2/3/05,5.062368,35.75,1613.546528,-0.109082152,,0.097596098,0.213375741,0.000203225,0.00053974,661.4652614,664.1903821,,0.088844041,,,0.000990693,,,,0.088844041,,,0.001034159,,,,1343.063754,1245.509103,,686.0712526,691.1263016
2/2/05,5.180778,41.880001,1799.514166,-0.000148976,,0.101093412,0.213167154,0.000250291,0.000555502,660.1706147,662.8939248,,0.10058712,,,0.001015682,,,,0.10058712,,,0.001035839,,,,1343.063754,1245.509103,,705.889812,709.1703779
2/1/05,5.044151,42.48,1799.782271,-0.008718696,,0.103616004,0.213048169,0.000288921,0.000568403,659.3342487,662.0565539,,0.11019652,,,0.000998828,,,,0.11019652,,,0.00102658,,,,1343.063754,1245.509103,,701.7846333,706.9860863
1/31/05,5.003162,43.220001,1815.54263,0.028485625,,0.105205212,0.212942073,0.000277942,0.000614017,658.7107715,661.4321445,,0.107448367,,,0.001021834,,,,0.107448367,,,0.001035582,,,,1343.063754,1245.509103,,694.220607,691.1264929
1/28/05,4.813185,42.220001,1764.555413,0.004560482,,0.106000042,0.212924651,0.000241031,0.000606332,658.5094349,661.2306836,,0.098161938,,,0.001042774,,,,0.098161938,,,0.001037779,,,,1343.063754,1245.509103,,700.8989237,703.0390213
1/27/05,4.726004,42.310001,1756.526512,0.01736001,,0.107469475,0.212839952,0.000256628,0.000654691,657.9744531,660.6949682,,0.102027469,,,0.001072326,,,,0.102027469,,,0.001037171,,,,1343.063754,1245.509103,,708.0658818,714.2772318
1/26/05,4.700631,41.34,1726.296351,0.00742745,,0.102341397,0.213011675,0.000225339,0.000648614,659.4573302,662.1792164,,0.094186496,,,0.001083372,,,,0.094186496,,,0.001023006,,,,1343.063754,1245.509103,,703.7516371,700.7796474
1/25/05,4.687619,40.939999,1713.521871,0.015192159,,0.103151653,0.213042866,0.000238343,0.000695502,659.4038672,662.1260965,,0.097499633,,,0.001080854,,,,0.097499633,,,0.001017651,,,,1343.063754,1245.509103,,709.6414884,704.1630018
1/24/05,4.60369,40.380001,1687.686518,-0.011613667,,0.10423328,0.213114621,0.000233919,0.000682474,659.4258687,662.1488447,,0.096360382,,,0.001068988,,,,0.096360382,,,0.001001316,,,,1343.063754,1245.509103,,686.6708644,690.7054172
1/21/05,4.586124,41.16,1707.401004,-0.019352246,,0.117855499,0.214001805,0.00030298,0.000611696,659.6518692,662.3840821,,0.113922542,,,0.00104727,,,,0.113922542,,,0.001003618,,,,1343.063754,1245.509103,,693.3747668,693.2740642
1/20/05,4.584172,42.360001,1740.76484,-0.022849778,,0.125397206,0.213707447,0.000350213,0.000592747,657.3413102,660.0711135,,0.125740089,,,0.001065781,,,,0.125740089,,,0.000995685,,,,1343.063754,1245.509103,,710.4714978,719.4146076
1/19/05,4.546437,43.959999,1780.998849,-0.013065224,,0.145398229,0.212748232,0.000458176,0.000590549,650.6568074,653.3784893,,0.152677181,,,0.00105937,,,,0.152677181,,,0.00098822,,,,1343.063754,1245.509103,,704.8271649,707.1336057
1/18/05,4.596534,44.580002,1804.42067,0.002431835,,0.122643214,0.213912022,0.000388362,0.000601777,658.4861572,661.2177703,,0.134716676,,,0.001073176,,,,0.134716676,,,0.00097626,,,,1343.063754,1245.509103,,706.2848893,713.0954288
1/14/05,4.567256,44.549999,1800.037948,0.032607972,,0.133750558,0.213480918,0.000452049,0.000760091,655.0900981,657.8181829,,0.150484704,,,0.001080992,,,,0.150484704,,,0.000983218,,,,1343.063754,1245.509103,,702.5688081,708.3304701
1/13/05,4.541232,42.599998,1742.289016,0.024734407,,0.145597109,0.213738034,0.000471388,0.000851941,653.6909896,656.4221803,,0.155407256,,,0.001107706,,,,0.155407256,,,0.000987618,,,,1343.063754,1245.509103,,718.3922995,727.3676697
1/12/05,4.258869,42.299999,1699.723121,0.015154964,,0.154675746,0.213382817,0.000506099,0.000842157,650.9050298,653.6333064,,0.164122628,,,0.001127614,,,,0.164122628,,,0.000993448,,,,1343.063754,1245.509103,,715.9243699,715.6393214
1/11/05,4.200315,41.639999,1674.158087,-0.023750603,,0.146275745,0.212897614,0.000517549,0.000792068,650.957572,653.6807365,,0.166988615,,,0.001097764,,,,0.166988615,,,0.000994051,,,,1343.063754,1245.509103,,706.233721,715.6321776
1/10/05,4.486581,41.84,1714.396301,-0.009129375,,0.16226685,0.212720771,0.000565098,0.000783167,647.4418606,650.1641896,,0.178934456,,,0.001104387,,,,0.178934456,,,0.000992126,,,,1343.063754,1245.509103,,716.894415,723.2338171
1/7/05,4.505449,42.32,1730.119329,0.042844154,,0.166341165,0.212785492,0.000586591,0.000827491,646.8866948,649.6098661,,0.184387991,,,0.001151888,,,,0.184387991,,,0.001005229,,,,1343.063754,1245.509103,,686.9064856,692.1270535
1/6/05,4.199664,41.049999,1657.559316,-0.011854469,,0.171785965,0.212412871,0.000638796,0.000707289,644.7192655,647.4391468,,0.197265905,,,0.001128836,,,,0.197265905,,,0.001009468,,,,1343.063754,1245.509103,,708.8759178,719.4866922
1/5/05,4.196411,41.77,1677.325731,-0.003541903,,0.162658786,0.212344927,0.000616821,0.000714905,646.202372,648.921107,,0.191687867,,,0.001133876,,,,0.191687867,,,0.001009636,,,,1343.063754,1245.509103,,703.5632578,711.2418664
1/4/05,4.159977,42.139999,1683.277189,-0.035897408,,0.161626467,0.212333482,0.000628504,0.000663675,646.3584295,649.0769986,,0.194629882,,,0.001119052,,,,0.194629882,,,0.000985286,,,,1343.063754,1245.509103,,711.852569,716.1544006
1/3/05,4.117687,44.52,1744.800127,-0.001316422,,0.180588355,0.211079072,0.000711563,0.000632466,638.9422524,641.6497448,,0.215168238,,,0.001114898,,,,0.215168238,,,0.000979775,,,,1343.063754,1245.509103,,699.3081001,708.4109711
12/31/04,4.189905,44.290001,1747.098533,-0.012620457,,0.198326102,0.209998088,0.000781628,0.000638275,632.2871744,634.9851538,,0.232470449,,,0.00110105,,,,0.232470449,,,0.000978443,,,,1343.063754,1245.509103,,707.611975,706.864113
12/30/04,4.215929,44.970001,1769.287437,0.003983587,,0.201282215,0.21013957,0.000763369,0.000612147,632.1775572,634.8770667,,0.227814976,,,0.001111958,,,,0.227814976,,,0.000990102,,,,1343.063754,1245.509103,,698.0285576,704.731309
12/29/04,4.192507,44.82,1762.253347,0.004189096,,0.20723358,0.210168995,0.000806609,0.000630748,631.1628007,633.8629142,,0.238737012,,,0.001119903,,,,0.238737012,,,0.000994973,,,,1343.063754,1245.509103,,692.8621834,700.684441
12/28/04,4.175591,44.630001,1754.886539,0.043481426,,0.21449604,0.210401643,0.000834158,0.00070557,630.5360994,633.2388569,,0.245722776,,,0.001158452,,,,0.245722776,,,0.001016765,,,,1343.063754,1245.509103,,708.677769,708.4543426
12/27/04,4.109229,42.25,1680.216709,0.052708664,,0.231906914,0.210669743,0.000880057,0.000829243,628.1326998,630.8389886,,0.257284208,,,0.001193232,,,,0.257284208,,,0.001041497,,,,1343.063754,1245.509103,,725.8764255,717.2944628
12/23/04,4.164531,38.93,1593.948251,-0.009039095,,0.236719987,0.210376367,0.000918808,0.000812309,626.3250825,629.028787,,0.266929136,,,0.001175345,,,,0.266929136,,,0.001036585,,,,1343.063754,1245.509103,,708.7925806,718.1051633
12/22/04,4.147615,39.52,1608.421415,0.002559999,,0.236171441,0.210351261,0.000936642,0.000843951,626.3490054,629.0524371,,0.271456991,,,0.001157754,,,,0.271456991,,,0.001030291,,,,1343.063754,1277.273905,,709.9294869,713.2613318
12/21/04,4.143712,39.389999,1604.309124,0.012517095,,0.21029145,0.207640491,0.000784699,0.000875149,622.7297628,625.4054372,,0.232000435,,,0.001160708,,,,0.232000435,,,0.001038069,,,,1343.063754,1279.248442,,706.4634942,708.802465
12/20/04,4.080603,38.950001,1584.352991,-0.029570723,,0.215808131,0.207828766,0.000829852,0.000802161,622.2891471,624.9669527,,0.243401917,,,0.001117885,,,,0.243401917,,,0.001027314,,,,1343.063754,1285.027223,,690.6924602,694.0895394
12/17/04,4.22829,40.009998,1631.903034,-0.00841751,,0.213246738,0.207765469,0.000829787,0.000830729,622.5687754,625.2458271,,0.243385521,,,0.001099204,,,,0.243385521,,,0.001018068,,,,1343.063754,1285.027223,,712.218378,715.6850128
12/16/04,4.333038,40.049999,1645.69757,-0.009706131,,0.213930046,0.207808104,0.000831928,0.000799814,622.5742968,625.251801,,0.243934221,,,0.001102352,,,,0.243934221,,,0.001014967,,,,1343.063754,1285.027223,,704.0322104,700.9046207
12/15/04,4.245857,41,1661.748697,0.009337181,,0.198616076,0.207182889,0.000752997,0.000812997,623.4782334,626.1488173,,0.223837053,,,0.001114372,,,,0.223837053,,,0.001012239,,,,1343.063754,1285.027223,,698.9086235,695.975895
12/14/04,4.247809,40.439999,1646.304861,0.012266791,,0.203773011,0.207167743,0.000792529,0.000799425,622.4716519,625.1423609,,0.233810206,,,0.001133107,,,,0.233810206,,,0.001009195,,,,1343.063754,1285.027223,,709.3152722,711.3762221
12/13/04,4.223085,39.830002,1626.233341,0.012343897,,0.204339981,0.207179907,0.000797615,0.000862305,622.4040089,625.0748669,,0.235088301,,,0.00114771,,,,0.235088301,,,0.001023206,,,,1343.063754,1285.027223,,710.9711045,718.6271232
12/10/04,4.2387,39.049999,1606.282672,-0.007707438,,0.180390874,0.20851954,0.000710418,0.000835659,631.0244867,633.7071429,,0.213373373,,,0.001148792,,,,0.213373373,,,0.001024058,,,,1343.063754,1285.027223,,714.1440263,719.3668887
12/9/04,4.16323,39.82,1618.71083,0.022736973,,0.180756639,0.208514461,0.0007166,0.000857526,630.940702,633.6233282,,0.214921721,,,0.001156112,,,,0.214921721,,,0.001037164,,,,1343.063754,1285.027223,,695.9140476,693.6841899
12/8/04,4.117037,38.720001,1582.321505,0.011204555,,0.179043663,0.208550857,0.000735892,0.000932577,631.3722752,634.0551646,,0.219811064,,,0.001159557,,,,0.219811064,,,0.001041533,,,,1343.063754,1285.027223,,699.8026732,704.5144448
12/7/04,4.091663,38.200001,1564.691251,-0.036934167,,0.181345095,0.208498797,0.000763658,0.000878941,630.7826137,633.4651188,,0.226727356,,,0.001128868,,,,0.226727356,,,0.001034865,,,,1343.063754,1285.027223,,702.4239816,709.228271
12/6/04,4.279688,39.490002,1623.562304,0.004694719,,0.194238823,0.207114499,0.000887209,0.000889039,624.0797991,626.7494824,,0.256734637,,,0.001151598,,,,0.256734637,,,0.001030112,,,,1343.063754,1285.027223,,691.1001117,687.7901112
12/3/04,4.078,40.09,1615.958,-0.013618238,,0.179870833,0.207648746,0.00081096,0.000871276,628.4136927,631.0878332,,0.23760631,,,0.001157899,,,,0.23760631,,,0.001033229,,,,1343.063754,1285.027223,,705.5918799,704.9388861
12/2/04,4.242604,40.169998,1638.115028,-0.009109529,,0.195392521,0.207686,0.000892475,0.000877562,625.6429603,628.3182881,,0.258020622,,,0.001153626,,,,0.258020622,,,0.001032782,,,,1343.063754,1285.027223,,708.2354376,711.2557118
12/1/04,4.41046,39.98,1653.10566,0.008642585,,0.192130117,0.207965463,0.000867187,0.000902656,627.1189204,629.7968018,,0.2517354,,,0.001149941,,,,0.2517354,,,0.001036908,,,,1343.063754,1285.027223,,683.3026212,693.0725954
11/30/04,4.362315,39.68,1638.880115,0.005983766,,0.183584632,0.207638678,0.000818467,0.000920877,627.6917982,630.3660375,,0.239353907,,,0.001151701,,,,0.239353907,,,0.001041466,,,,1343.063754,1285.027223,,683.0058025,684.0798347
